name,global_file,tw_global,twitter,analysis,suggestions,comment
XR South Dartmoor,,,XRSouthDartmoor,twitter_only,,
Extinction Rebellion Southend,,,XRSouthend,twitter_only,,
XR Southwark Community Library,,,XRSouthwarkLib,twitter_only,,
XR South West Britain,,,XRSouthWest,twitter_only,,
XR Stafford,,,XrStafford,twitter_only,,
Extinction Rebellion Stirling,,,XrStirling,twitter_only,,
🌻XR Stratford-Upon-Avon 🌻,,,XRStratford,twitter_only,,
Extinction Rebellion Suffolk Sunrise,,,XRSuffolk_Sun,twitter_only,,
Extinction Rebellion Sutton 🐝,,,XRSutton,twitter_only,,
xrswansea,,,xrswansea,twitter_only,,
Extinction Rebellion Swindon,,,XRSwindon,twitter_only,,
Extinction Rebellion Sydney,,,XRSyd,twitter_only,,
Extinction Rebellion Szczecin,,,XRSzczecin,twitter_only,,
XRTacoma,,,XrTacoma,twitter_only,,
XR Talca,,,XRTalca,twitter_only,,
Extinction Rebellion Taunton,,,XRTaunton,twitter_only,,
XR Araucanía,,,XRTemuco,twitter_only,,
XR The Beacon,,,XRTheBeacon,twitter_only,,
Extinction Rebellion The Hague,,,XRTheHague,twitter_only,,
@XRToledo,,,xrtoledo,twitter_only,,
Extinction Rebellion Totnes,,,XRTotnes,twitter_only,,
XR Tower Hamlets ⧖⃝,,,XRTowerHamlets,twitter_only,,
Extinction Rebellion Trafford,,,XRTrafford,twitter_only,,
Extinction rebellion Uganda🌏💚,,,xruganda,twitter_only,,
Extinction Rebellion Ulm,,,XRUlm,twitter_only,,
Extinction Rebellion Universities UK,,,XRUniversities,twitter_only,,
Extinction Rebellion Utrecht,,,XRUtrecht,twitter_only,,
XR Valdivia,,,XRValdivia,twitter_only,,
xrvalledebravo,,,xrvalledebravo,twitter_only,,
Extinction Rebellion,,,xrvalpo,twitter_only,,
Extinction Rebellion Vancouver,,,XRVancouverBC,twitter_only,,
XR Wageningen,,,XRWageningen,twitter_only,,
Extinction Rebellion Waltham Forest,,,XRWalthamForest,twitter_only,,
XR Warrington,,,XRWarrington,twitter_only,,
XR Kitchener-Waterloo,,,XRWaterloo,twitter_only,,
XR Wellingborough,,,XRWboro,twitter_only,,
Extinction Rebellion Wearside,,,XRWearside,twitter_only,,
XRWestCornwall,,,XrWest,twitter_only,,
Extinction Rebellion Westminster,,,XRWestminster,twitter_only,,
XRWhitehall,,,XRWhitehall,twitter_only,,
Extinction Rebellion Wimborne,,,XRWimborne,twitter_only,,
ExtinctionRebellionZA_Winelands,,,xrwinelands,twitter_only,,
XR Worthing,,,XRWorthing,twitter_only,,
Extinction Rebellion Weston-super-Mare,,,xrwsm,twitter_only,,
Extinction Rebellion Wuppertal,,,xrwuppertal,twitter_only,,
XR Youth West Norfolk,,,xry_westnorfolk,twitter_only,,
XR Youth Belgium,,,xrybelgium,twitter_only,,
XR Youth Ireland,,,XRYIreland,twitter_only,,
Extinction Rebellion Yorkshire,,,XRYorkshire,twitter_only,,
Extinction Rebellion Youth,,,XrYouth,twitter_only,,
XR Youth Boston,,,XRYouthBoston,twitter_only,,
XR Youth Bristol ⏳,,,xryouthbristol,twitter_only,,
XR Youth Cambridge 🌍,,,xryouthcambs,twitter_only,,
Extinction Rebellion Youth Cornwall,,,xryouthcornwall,twitter_only,,
XR Youth DC ⧖⃝,,,xryouthdc,twitter_only,,
xryouth_hamburg,,,XryouthH,twitter_only,,
XR youth HERTS,,,xryouthherts,twitter_only,,
XRYouth_NorthEast,,,XryouthN,twitter_only,,
Extinction Rebellion Youth Philadelphia,,,xryouthphilly,twitter_only,,
XRY ROCKLAND,,,xryouthrockland,twitter_only,,
XR Youth US,,,xryouthus,twitter_only,,
XR Youth SE London,,,XRYSELondon,twitter_only,,
Extinction Rebellion Youth Somerset,,,XRYSomerset,twitter_only,,
Extinction Rebellion Zaragoza,,,xrzaragoza,twitter_only,,
Extinction Rebellion Zimbabwe,,,XRZimbabwe,twitter_only,,
Extinction Rebellion Zürich,,,XRZurich,twitter_only,,
XR Youth Germany,,,youth_xr,twitter_only,,
